Auctioneer,Phone,E-mail,District,Region,Latitude,Longitude,Title of auction,Beginning_on,Beginning_at,Category,Subcategory,Auction_code,Estimated_price,Reserve_price,Link
Bednář Richard,272101211,info@exekuce.com,Teplice,Ústecký kraj,50.6572511,13.8909363,"Dražba pozemků v obci Modlany, okres Teplice",2021-09-24,08:00,Nemovitosti,Pozemek,003DD167/21,97000,97000,https://www.portaldrazeb.cz/drazba/003dd167-21-1lmx9
Bednář Richard,272101211,info@exekuce.com,Plzeň-sever,Plzeňský kraj,49.6733194,13.0735196,"Dražba pozemku v obci Lochousice, okr. Plzeň-sever",2021-09-24,08:00,Nemovitosti,-,003DD160/21-4,58667,58667,https://www.portaldrazeb.cz/drazba/003dd160-21-4-lgw0b
Sobíšková Zuzana,235300563,info@exekutorsky-urad.cz,Praha,Hlavní město Praha,50.1043078,"14.56632},","Byt 4+1, Černý Most, 97,61m2",2021-09-24,09:00,Nemovitosti,Byt,80DD00002/21-7,6478000,6478000,https://www.portaldrazeb.cz/drazba/180dd00002-21-7-kde1o
Wolfová Jitka,377449457,info@soudniexekutor.com,Břeclav,Jihomoravský kraj,48.7251795,16.979028},"Pozemek o velikosti  428 m2, Lanžhot, podíl 3/4",2021-09-27,07:00,Nemovitosti,Pozemek,EX03779/13-113,54000,5000,https://www.portaldrazeb.cz/drazba/106ex03779-13-113-aqa2e
Wolfová Jitka,377449457,info@soudniexekutor.com,Litoměřice,Ústecký kraj,50.4811169,14.1038254,"Rodinný dům, Keblice, podíl 1/12",2021-09-27,07:00,Nemovitosti,Rodinný dům,EX01670/11-151,39000,26000,https://www.portaldrazeb.cz/drazba/106ex01670-11-151-2x307
Wolfová Jitka,377449457,info@soudniexekutor.com,Domažlice,Plzeňský kraj,"49.576564,",,"Chata, Dolní Kamenice u Holýšova, podíl 3/8",2021-09-27,07:00,Nemovitosti,Rekreační objekt,6EX00031/21-85,116900,77900,https://www.portaldrazeb.cz/drazba/106ex00031-21-85-qbnag
Wolfová Jitka,377449457,info@soudniexekutor.com,Kroměříž,Zlínský kraj,49.2341169,17.3763934,"Pozemek o velikosti  3819 m2, Zlámanka, podíl 1/2",2021-09-27,07:00,Nemovitosti,Pozemek,EX00082/13-156,305000,203000,https://www.portaldrazeb.cz/drazba/106ex00082-13-156-1lmdg
Wolfová Jitka,377449457,info@soudniexekutor.com,Nymburk,Středočeský kraj,50.2058989,14.854597},"Pozemek o velikosti  5193 m2, Lysá nad Labem, podíl 1/6",2021-09-27,07:00,Nemovitosti,Pozemek,EX00276/20-153,15000,10000,https://www.portaldrazeb.cz/drazba/106ex00276-20-153-dlq0d
Wolfová Jitka,377449457,info@soudniexekutor.com,Vyškov,Jihomoravský kraj,49.0855844,17.0196353,"Pozemek o velikosti  299 m2, Ždánice",2021-09-27,07:00,Nemovitosti,Pozemek,EX00930/13-133,3900,2600,https://www.portaldrazeb.cz/drazba/106ex00930-13-133-pdrgr
Wolfová Jitka,377449457,info@soudniexekutor.com,Cheb,Karlovarský kraj,"50.209978,",,"Rodinný dům, Aš",2021-09-27,07:00,Nemovitosti,Rodinný dům,EX21186/13-118,921700,614500,https://www.portaldrazeb.cz/drazba/106ex21186-13-118-45xbg
Wolfová Jitka,377449457,info@soudniexekutor.com,Plzeň-město,Plzeňský kraj,49.7798308,13.3750542,"Byt 4+1, Bolevec, 90,01m2",2021-09-27,07:00,Nemovitosti,Byt,6EX02539/20-76,2964100,1980000,https://www.portaldrazeb.cz/drazba/106ex02539-20-76-nqek2
Wolfová Jitka,377449457,info@soudniexekutor.com,Prachatice,Jihočeský kraj,49.1131931,13.9380241,"Zemědělský objekt, Bušanovice",2021-09-27,07:00,Nemovitosti,Zemědělská stavba,EX05927/14-221,2880000,1920000,https://www.portaldrazeb.cz/drazba/106ex05927-14-221-jl5j7
Wolfová Jitka,377449457,info@soudniexekutor.com,Kroměříž,Zlínský kraj,49.4440422,17.6754974,"Pozemek o velikosti  460 m2, Vítonice u Bystřice pod Hostýnem",2021-09-27,07:00,Nemovitosti,Pozemek,EX06065/09-194,9300,3100,https://www.portaldrazeb.cz/drazba/106ex06065-09-194-a9k5n
Wolfová Jitka,377449457,info@soudniexekutor.com,Děčín,Ústecký kraj,51.0026869,14.4471447,"Rodinný dům, Šluknov, podíl 1/10",2021-09-27,07:00,Nemovitosti,Rodinný dům,EX07572/09-176,21000,14000,https://www.portaldrazeb.cz/drazba/106ex07572-09-176-xjz1b
Wolfová Jitka,377449457,info@soudniexekutor.com,Teplice,Ústecký kraj,50.5799684,13.9583246,"Pozemek o velikosti  15369 m2, Žim, podíl 1/12 a 1/18",2021-09-27,07:00,Nemovitosti,Pozemek,EX18239/10-254,69670,46500,https://www.portaldrazeb.cz/drazba/106ex18239-10-254-73vao
Wolfová Jitka,377449457,info@soudniexekutor.com,Domažlice,Plzeňský kraj,"49.392336,",,"Byt 2+1, Kdyně, 51,14m2",2021-09-27,07:00,Nemovitosti,Byt,6EX00064/20-92,946000,630000,https://www.portaldrazeb.cz/drazba/106ex00064-20-92-53zan
Wolfová Jitka,377449457,info@soudniexekutor.com,Karviná,Moravskoslezský kraj,"49.908655,",,"Rodinný dům, Skřečoň, podíl 1/2+1/2",2021-09-27,07:00,Nemovitosti,Rodinný dům,EX26930/10-148,174000,116000,https://www.portaldrazeb.cz/drazba/106ex26930-10-148-lgwyp
Švecová Ingrid,224920094,petrhumlovam@exekucerychle.cz,Benešov,Středočeský kraj,,,"Dražba spoluvlastnického podílu o velikosti id. 1/3 rodinného domu, k.ú. Mrač, okr. Benešov",2021-09-27,08:00,Nemovitosti,Rodinný dům,91EX135/14-068,1080000,720000,https://www.portaldrazeb.cz/drazba/091ex135-14-068-w8xxp
Švecová Ingrid,224920094,petrhumlovam@exekucerychle.cz,Karlovy Vary,Karlovarský kraj,,,"Dražba bytu o dispozici 3+1, k.ú. Ostrov, okr. Karlovy Vary",2021-09-27,08:00,Nemovitosti,Byt,1EX4846/14-148,990000,660000,https://www.portaldrazeb.cz/drazba/091ex4846-14-148-nqeoe
Svoboda Jan,585750843,podatelna@exekutor-svoboda.cz,Žďár nad Sázavou,Kraj Vysočina,49.3934232,16.1416678,"Pozemky o velikosti 27262 m2, Kundratice u Křižanova, podíl 1/4",2021-09-27,09:00,Nemovitosti,Pozemek,164DD1994/21-8,166000,110667,https://www.portaldrazeb.cz/drazba/164dd1994-21-8-dlq5y
Urban Karel,545215006,urad@exekutorurban.cz,Olomouc,Olomoucký kraj,"49.80145,""",,"Opakovaná dražba pozemků, jejichž součástí je stavba RD včetně zahrady, o vel. id. 1/40 v obci Troubelice, okres Olomouc",2021-09-29,07:00,Nemovitosti,-,097EX211/15-93,12000,6000,https://www.portaldrazeb.cz/drazba/097ex211-15-93-53ejj
Mlynarčík Jan,483704320,podatelna@exuradjablonec.cz,Liberec,Liberecký kraj,,,Dražba movitých věcí - 6 automatů na balenou zmrzlinu,2021-09-29,07:00,Movitosti,-,154EX112/21-2,18000,6000,https://www.portaldrazeb.cz/drazba/154ex112-21-2-jl5az
Brychta Bohumil,702807000,drazby@exekuce.hk,Rychnov nad Kněžnou,Královéhradecký kraj,,,Tiskárna Canon IP 7250,2021-09-29,08:00,Movitosti,Elektronika,94EX948/18-274,450,150,https://www.portaldrazeb.cz/drazba/194ex948-18-274-jl5r7
Brychta Bohumil,702807000,drazby@exekuce.hk,Rychnov nad Kněžnou,Královéhradecký kraj,,,Kamenná dražba (v Týništi nad Orlicí) - soubor movitých věcí (dražených položkově) - zařízení bytu 2+1,2021-09-29,08:00,Movitosti,Nábytek,94EX642/15-232,15,5,https://www.portaldrazeb.cz/drazba/194ex642-15-232-rbze1
Brychta Bohumil,702807000,drazby@exekuce.hk,Rychnov nad Kněžnou,Královéhradecký kraj,,,"Skromné částečné zařízení bytu 2+kk - soubor movitých věcí - elektronika, sportovní potřeby, hudební nástroje - kamenná dražba v Týništi nad Orlicí",2021-09-29,08:00,Movitosti,Nábytek,94EX1236/16-94,300,100,https://www.portaldrazeb.cz/drazba/194ex1236-16-94-yo7rg
Brychta Bohumil,702807000,drazby@exekuce.hk,Rychnov nad Kněžnou,Královéhradecký kraj,,,"Kvalitní zařízení bytu a dílny - soubor movitých věcí (dražených položkově) - elektronika, domácí potřeby, nábytek",2021-09-29,08:00,Movitosti,Nábytek,4EX1196/18-200,150,50,https://www.portaldrazeb.cz/drazba/194ex1196-18-200-a9k4n
Brychta Bohumil,702807000,drazby@exekuce.hk,Rychnov nad Kněžnou,Královéhradecký kraj,,,"Soubor movitých věcí z vyklizení - ruční nářadí, skleničky",2021-09-29,08:00,Movitosti,Ostatní,194EX162/19-80,60,20,https://www.portaldrazeb.cz/drazba/194ex162-19-80-aqavj
Brychta Bohumil,702807000,drazby@exekuce.hk,Rychnov nad Kněžnou,Královéhradecký kraj,,,"skútr Peugeot Speedfight 2 - TP, OTP, TK do 16.8.2022 - Kamenná dražba (v Týništi nad Orlicí)",2021-09-29,08:00,Movitosti,Auto-moto,94EX2808/19-89,15000,5000,https://www.portaldrazeb.cz/drazba/194ex2808-19-89-2x3dp
Brychta Bohumil,702807000,drazby@exekuce.hk,Rychnov nad Kněžnou,Královéhradecký kraj,,,"kvalitní věci v dobrém stavu - gril, WAP, křovinořez, nůžky na plot, gola, snowboardy, lyže, stan, projektor, televize, Play Station PS 4, volant, hry, tiskárna, klaksony, chytré hodinky",2021-09-29,08:00,Movitosti,Ostatní,94EX2808/19-88,3000,1000,https://www.portaldrazeb.cz/drazba/194ex2808-19-88-qbnrg
Ráček Zdeněk,564565042,podatelna@exekutorracek.cz,Žďár nad Sázavou,Kraj Vysočina,49.3607128,16.3628624,Dům v obci Dolní Loučky,2021-09-29,08:00,Nemovitosti,Rodinný dům,79DD10008/21-7,1882000,1254667,https://www.portaldrazeb.cz/drazba/179dd10008-21-7-aqayn
Dusílková Ochmannová,601106611,podatelna@exekutor-praha2.cz,Mladá Boleslav,Středočeský kraj,"50.527609,",,Trvalý travní porost a les v obci Žďár,2021-09-29,08:00,Nemovitosti,Pozemek,216EX120/20-70,83000,53334,https://www.portaldrazeb.cz/drazba/216ex120-20-70-mg5l0
Petrošová Marcela,513033034,podatelna@exekucebreclav.cz,Benešov,Středočeský kraj,49.7418013,14.5289666,"Podíl id. 1/4 pozemků se zděnou chatkou, Neveklov (Hůrka Kapinos), okr. Benešov",2021-09-29,08:00,Nemovitosti,-,60EX1137/20-58,240000,160000,https://www.portaldrazeb.cz/drazba/160ex1137-20-58-w8x8x
Tomek Jiří,777123040,exekutortrebic@seznam.cz,Znojmo,Jihomoravský kraj,49.0022596,16.1184702,Rod. dům č.p. 91 v obci Medlice okres Znojmo,2021-09-29,08:00,Nemovitosti,Rodinný dům,EX03325/13-137,1023000,682000,https://www.portaldrazeb.cz/drazba/093ex03325-13-137-73vao
Tunkl Tomáš,387201481,epodatelna@vasexekutor.cz,Nový Jičín,Moravskoslezský kraj,,,"Rodinný dům s pozemkem, Příbor, okr. Nový Jičín",2021-09-29,08:00,Nemovitosti,Rodinný dům,EX00347/20-220,2070000,1380000,https://www.portaldrazeb.cz/drazba/217ex00347-20-220-2x3qe
Glogrová Iveta,222542875,glogrova@exekutor-praha4.cz,Jindřichův Hradec,Jihočeský kraj,,,"Dražba lesních pozemků v obci Dačice, k.ú. Hradišťko u Dačic, okres Jindřichův Hradec",2021-09-29,08:00,Nemovitosti,Pozemek,26EX509/15-138,99550,66367,https://www.portaldrazeb.cz/drazba/126ex509-15-138-45xnq
Petrošová Marcela,513033034,podatelna@exekucebreclav.cz,Benešov,Středočeský kraj,"49.741731,",,"Podíl id. 1/2 pozemku a chaty Neveklov (Hůrka Kapinos), okr. Benešov",2021-09-29,08:30,Nemovitosti,-,60EX1137/20-60,46500,31000,https://www.portaldrazeb.cz/drazba/160ex1137-20-60-95q5n
Mika Dalimil,376310088,kancelar@euk.cz,Třebíč,Kraj Vysočina,"49.080066,",,"podíl 1/3 pozemků v k.ú. Štěpkov, okres Třebíč",2021-09-29,09:00,Nemovitosti,Pozemek,EX38099/12-122,78000,52000,https://www.portaldrazeb.cz/drazba/120ex38099-12-122-ek7lr
Mika Dalimil,376310088,kancelar@euk.cz,Třebíč,Kraj Vysočina,49.0831245,15.6495606,"podíl 1/3 rodinného domu s pozemky ve Štěpkově, okres Třebíč",2021-09-29,09:00,Nemovitosti,Rodinný dům,EX38099/12-121,294000,196000,https://www.portaldrazeb.cz/drazba/120ex38099-12-121-yo5oq
Tunkl Tomáš,387201481,epodatelna@vasexekutor.cz,Třebíč,Kraj Vysočina,,,"Chata s pozemkem v obci Pucov, okr. Třebíč",2021-09-29,09:00,Nemovitosti,Rekreační objekt,EX00495/19-783,1248000,832000,https://www.portaldrazeb.cz/drazba/217ex00495-19-783-kdekp
Mika Dalimil,376310088,kancelar@euk.cz,Hodonín,Jihomoravský kraj,48.9679494,16.9662561,"3/4 pozemku v k.ú. Hovorany, okres Hodonín",2021-09-29,09:00,Nemovitosti,Pozemek,EX28133/15-116,33000,22000,https://www.portaldrazeb.cz/drazba/120ex28133-15-116-yo5yd
Mika Dalimil,376310088,kancelar@euk.cz,Třebíč,Kraj Vysočina,"49.080066,",,"podíl 1/3 pozemků v k.ú. Štěpkov, okres Třebíč",2021-09-29,09:00,Nemovitosti,Pozemek,EX38099/12-122,78000,52000,https://www.portaldrazeb.cz/drazba/120ex38099-12-122-ek7lr
Ráček Zdeněk,564565042,podatelna@exekutorracek.cz,Žďár nad Sázavou,Kraj Vysočina,49.3821292,16.3109854,Pozemek k.ú. Skryje,2021-09-29,09:00,Nemovitosti,Pozemek,79DD10008/21-9,22000,14667,https://www.portaldrazeb.cz/drazba/179dd10008-21-9-2x3vo
Mika Dalimil,376310088,kancelar@euk.cz,Český Krumlov,Jihočeský kraj,48.8273663,14.4484679,"1/6 pozemků v k.ú. Velešín, okr. Český Krumlov",2021-09-29,09:00,Nemovitosti,Pozemek,EX15564/19-165,42000,28000,https://www.portaldrazeb.cz/drazba/120ex15564-19-165-pdokp
Mika Dalimil,376310088,kancelar@euk.cz,Teplice,Ústecký kraj,50.5557613,13.7870286,"1/4 bytu 3+1 v obci Bílina, okres Teplice",2021-09-29,09:00,Nemovitosti,Byt,EX21421/13-195,159000,106000,https://www.portaldrazeb.cz/drazba/120ex21421-13-195-7359k
Mika Dalimil,376310088,kancelar@euk.cz,Praha-východ,Středočeský kraj,50.0698349,14.7177918,"1/96 pozemků v obci Úvaly, okres Praha-východ",2021-09-29,09:00,Nemovitosti,Pozemek,EX23672/10-265,48000,32000,https://www.portaldrazeb.cz/drazba/120ex23672-10-265-yo51d
Mika Dalimil,376310088,kancelar@euk.cz,Třebíč,Kraj Vysočina,49.0831245,15.6495606,"podíl 1/3 rodinného domu s pozemky ve Štěpkově, okres Třebíč",2021-09-29,09:00,Nemovitosti,Rodinný dům,EX38099/12-121,294000,196000,https://www.portaldrazeb.cz/drazba/120ex38099-12-121-yo5oq
Mika Dalimil,376310088,kancelar@euk.cz,Klatovy,Plzeňský kraj,49.3841569,13.2950654,garáž v Klatovech,2021-09-29,09:00,Nemovitosti,Garáž,20EX3541/19-80,480000,320000,https://www.portaldrazeb.cz/drazba/120ex3541-19-80-a9mww
Mika Dalimil,376310088,kancelar@euk.cz,Chomutov,Ústecký kraj,50.4910346,13.4454263,"podíl \u00bd garáže v Jirkově, okres Chomutov",2021-09-29,09:00,Nemovitosti,Garáž,0EX7940/17-133,75000,50000,https://www.portaldrazeb.cz/drazba/120ex7940-17-133-735ya
Glogrová Iveta,222542875,glogrova@exekutor-praha4.cz,Jindřichův Hradec,Jihočeský kraj,,,"Dražba lesních pozemků v obci Peč, k.ú. Urbaneč, okres Jindřichův Hradec",2021-09-29,10:00,Nemovitosti,Pozemek,26EX509/15-139,45350,30233,https://www.portaldrazeb.cz/drazba/126ex509-15-139-nqern
Koncz David,355318111,podatelna@eucheb.cz,Děčín,Ústecký kraj,,,Dražba id. spol. podílu 1/4 vily s pozemky v obci Těchlovice okres Děčín,2021-09-29,11:00,Nemovitosti,Rodinný dům,EX05866/08-277,575000,230000,https://www.portaldrazeb.cz/drazba/074ex05866-08-277-xjzgk
Jícha Lukáš,588003999,urad@eujicha.cz,Karlovy Vary,Karlovarský kraj,,,"Podíl na bytě 3+1 v obci Nová Role, okr. Karlovy Vary",2021-09-29,11:00,Nemovitosti,Byt,EX45975/18-117,395000,263333,https://www.portaldrazeb.cz/drazba/203ex45975-18-117-45llb
Jícha Lukáš,588003999,urad@eujicha.cz,Klatovy,Plzeňský kraj,"49.231061,",,"Podíl na pozemku v k.ú. Divišov u Sušice, okr. Klatovy",2021-09-29,11:00,Nemovitosti,Pozemek,203EX11392/10,33000,22000,https://www.portaldrazeb.cz/drazba/203ex11392-10-lgo82
Jícha Lukáš,588003999,urad@eujicha.cz,Most,Ústecký kraj,50.5043045,13.6836635,"Podíl na rodinném domě v obci Obrnice, okr. Most",2021-09-29,11:00,Nemovitosti,Rodinný dům,203EX57589/12,25000,16667,https://www.portaldrazeb.cz/drazba/203ex57589-12-w8e5x
Jícha Lukáš,588003999,urad@eujicha.cz,Uherské Hradiště,Zlínský kraj,"48.996771,",,"Podíl na zemědělských pozemcích v k.ú. Žítková, okr. Uherské Hradiště",2021-09-29,11:00,Nemovitosti,Pozemek,EX35904/14-110,15000,10000,https://www.portaldrazeb.cz/drazba/203ex35904-14-110-1lmwn
Švecová Ingrid,224920094,petrhumlovam@exekucerychle.cz,Kladno,Středočeský kraj,,,Obraz - podepsáno Banksy,2021-09-29,11:00,Movitosti,Starožitnosti a umění,DD00070/00-002,6000,2000,https://www.portaldrazeb.cz/drazba/091dd00070-00-002-w8xoj
Švecová Ingrid,224920094,petrhumlovam@exekucerychle.cz,Kladno,Středočeský kraj,,,"Obraz - koláž, podepsáno Kurt Schwitters",2021-09-29,11:00,Movitosti,Starožitnosti a umění,DD00071/00-002,9000,3000,https://www.portaldrazeb.cz/drazba/091dd00071-00-002-95qy3
Jícha Lukáš,588003999,urad@eujicha.cz,Bruntál,Moravskoslezský kraj,49.9171262,17.3820418,"Objekt rodinné rekreace v obci Břidličná, okr. Bruntál",2021-09-29,11:00,Nemovitosti,Rekreační objekt,203EX6783/21,540000,360000,https://www.portaldrazeb.cz/drazba/203ex6783-21-w8ean
Jícha Lukáš,588003999,urad@eujicha.cz,Svitavy,Pardubický kraj,49.7059752,16.7239057,"Podíl na zemědělských pozemcích v k.ú. Městečko Trnávka a Stará Trnávka, okr. Svitavy",2021-09-29,11:00,Nemovitosti,Pozemek,203EX58253/11,23000,15333,https://www.portaldrazeb.cz/drazba/203ex58253-11-45lab
Koncz David,355318111,podatelna@eucheb.cz,Děčín,Ústecký kraj,,,Dražba id. spol. podílu 1/4 vily s pozemky v obci Těchlovice okres Děčín,2021-09-29,11:00,Nemovitosti,Rodinný dům,EX05866/08-277,575000,230000,https://www.portaldrazeb.cz/drazba/074ex05866-08-277-xjzgk
Jícha Lukáš,588003999,urad@eujicha.cz,Karlovy Vary,Karlovarský kraj,,,"Podíl na bytě 3+1 v obci Nová Role, okr. Karlovy Vary",2021-09-29,11:00,Nemovitosti,Byt,EX45975/18-117,395000,263333,https://www.portaldrazeb.cz/drazba/203ex45975-18-117-45llb
Jícha Lukáš,588003999,urad@eujicha.cz,Klatovy,Plzeňský kraj,"49.231061,",,"Podíl na pozemku v k.ú. Divišov u Sušice, okr. Klatovy",2021-09-29,11:00,Nemovitosti,Pozemek,203EX11392/10,33000,22000,https://www.portaldrazeb.cz/drazba/203ex11392-10-lgo82
Jícha Lukáš,588003999,urad@eujicha.cz,Most,Ústecký kraj,50.5043045,13.6836635,"Podíl na rodinném domě v obci Obrnice, okr. Most",2021-09-29,11:00,Nemovitosti,Rodinný dům,203EX57589/12,25000,16667,https://www.portaldrazeb.cz/drazba/203ex57589-12-w8e5x
Jícha Lukáš,588003999,urad@eujicha.cz,Uherské Hradiště,Zlínský kraj,"48.996771,",,"Podíl na zemědělských pozemcích v k.ú. Žítková, okr. Uherské Hradiště",2021-09-29,11:00,Nemovitosti,Pozemek,EX35904/14-110,15000,10000,https://www.portaldrazeb.cz/drazba/203ex35904-14-110-1lmwn
Švecová Ingrid,224920094,petrhumlovam@exekucerychle.cz,Kladno,Středočeský kraj,,,"Obraz - koláž, podepsáno Kurt Schwitters",2021-09-29,11:00,Movitosti,Starožitnosti a umění,DD00071/00-002,9000,3000,https://www.portaldrazeb.cz/drazba/091dd00071-00-002-95qy3
Koncz David,355318111,podatelna@eucheb.cz,Louny,Ústecký kraj,,,Podíl 1/20 na zemědělském pozemku,2021-09-29,11:00,Nemovitosti,Pozemek,4EX2531/15-170,27000,18000,https://www.portaldrazeb.cz/drazba/074ex2531-15-170-2x3bz
Jícha Lukáš,588003999,urad@eujicha.cz,Svitavy,Pardubický kraj,49.7059752,16.7239057,"Podíl na zemědělských pozemcích v k.ú. Městečko Trnávka a Stará Trnávka, okr. Svitavy",2021-09-29,11:00,Nemovitosti,Pozemek,203EX58253/11,23000,15333,https://www.portaldrazeb.cz/drazba/203ex58253-11-45lab
Kubis Marcel,583550263,urad@exekucesumperk.cz,Žďár nad Sázavou,Kraj Vysočina,49.3543381,16.1746229,"Dražba podílů na pozemcích v obci Skřinářov a Ořechov, okres Žďár nad Sázavou",2021-09-29,11:30,Nemovitosti,Pozemek,139EX22980/14,13000,8667,https://www.portaldrazeb.cz/drazba/139ex22980-14-ekgob
Pajer Pavel,373700840,podatelna@exekutortachov.cz,Plzeň-sever,Plzeňský kraj,49.9700237,13.6463801,"Pozemek o velikosti  601 m2, Chříč, podíl 1/4",2021-09-29,12:00,Nemovitosti,Pozemek,41DD00008/21-2,15025,15025,https://www.portaldrazeb.cz/drazba/141dd00008-21-2-2x31e
Glogrová Iveta,222542875,glogrova@exekutor-praha4.cz,Nový Jičín,Moravskoslezský kraj,,,"Dražba lesních pozemků v obci Nový Jičín, k.ú. Bludovice u Nového Jičína, okres Nový Jičín",2021-09-29,12:00,Nemovitosti,Pozemek,26EX509/15-140,177000,118000,https://www.portaldrazeb.cz/drazba/126ex509-15-140-kder2
Valentová Lucie,545214443,podatelna@exekutor-brno.eu,Bruntál,Moravskoslezský kraj,50.0889506,17.5514295,"Podíl 1/8 pozemků v k.ú. Krasov, okr. Bruntál",2021-09-30,06:30,Nemovitosti,Pozemek,9EX9941/15-180,2080,1387,https://www.portaldrazeb.cz/drazba/169ex9941-15-180-xjz1y
Ivanko Igor,220104211,e-podatelna@exekutorskyurad.eu,Hodonín,Jihomoravský kraj,48.8623728,17.5919453,Elektronická dražba id. podílu o velikosti 1/12 na pozemku v obci Nová Lhota (167EX),2021-09-30,07:00,Nemovitosti,Pozemek,7EX7336/11-170,5100,3400,https://www.portaldrazeb.cz/drazba/167ex7336-11-170-ek7nq
Prošek Jiří,377464009,info@exekutors.cz,Neuvedeno,-,,,Nákladní a užitkové vozidlo,2021-09-30,07:00,Movitosti,Auto-moto,EX01681/21-072,270000,90000,https://www.portaldrazeb.cz/drazba/134ex01681-21-072-a9kdn
Sobíšková Zuzana,235300563,info@exekutorsky-urad.cz,Karlovy Vary,Karlovarský kraj,50.1416579,13.1018315,"Rodinný dům, Herstošice",2021-09-30,07:00,Nemovitosti,Rodinný dům,EX10100/11-253,105000,52500,https://www.portaldrazeb.cz/drazba/180ex10100-11-253-735bn
Tunkl Martin,378229711,epodatelnatunkl@exekutori-online.cz,Most,Ústecký kraj,50.5929163,13.5744253,"Byt 3+1, Hamr u Litvínova, 69,60m2, podíl 1/4",2021-09-30,07:00,Nemovitosti,Byt,094EX07724/09,129000,86000,https://www.portaldrazeb.cz/drazba/094ex07724-09-kdeql
Škorpil Jan,608096010,podatelna@euceb.cz,České Budějovice,Jihočeský kraj,48.8238239,"14.51956},","Pozemek o velikosti  2284 m2, Ločenice",2021-09-30,07:00,Nemovitosti,Pozemek,13DD00147/21-1,171000,171000,https://www.portaldrazeb.cz/drazba/213dd00147-21-1-rbzkz
Voborník Tomáš,498100980,podatelna@exek.cz,Rychnov nad Kněžnou,Královéhradecký kraj,50.1993878,16.2447907,"1/4 Rod. domu a pozemky, k.ú. Solnice, okr.: Rychnov nad Kněžnou",2021-09-30,07:00,Nemovitosti,Rodinný dům,5EX2142/10-643,2400000,1200000,https://www.portaldrazeb.cz/drazba/195ex2142-10-643-1lm0d
